Product ID,Price,Competitor Prices,Discounts,Sales Volume,Customer Reviews,Return Rate (%),Storage Cost,Elasticity Index
1358,75.18,87.24,29.41,576,2,5.48,4.36,2.34
4176,58.63,87.3,40.41,734,3,1.71,7.24,2.31
8362,72.82,15.24,4.81,305,1,9.18,7.26,0.89
3956,42.11,65.61,2.44,430,1,12.17,8.78,1.63
6969,55.2,73.73,32.01,745,1,13.1,5.14,0.83
5615,96.77,93.9,34.42,597,1,11.86,9.36,1.97
7665,51.59,28.37,6.31,379,1,5.07,6.2,1.62
3758,31.55,43.03,3.25,425,2,18.31,2.03,1.55
4147,75.07,32.9,15.67,357,3,12.62,4.68,2.26
1388,34.94,52.82,38.76,806,1,9.2,3.95,1.41
2404,80.55,97.2,13.44,430,3,17.97,2.75,2.04
6319,67.18,39.97,7.99,397,4,18.29,3.79,1.13
9020,78.56,29.44,38.0,579,1,18.84,5.94,2.43
5170,29.84,69.26,37.61,827,1,3.2,7.94,1.39
7956,27.34,88.94,36.13,878,1,8.94,6.82,1.05
2853,38.08,15.33,44.38,795,1,7.43,5.21,1.58
3908,8.48,36.32,46.35,893,2,11.37,5.08,1.94
5469,51.78,85.16,20.58,638,3,11.16,7.97,0.63
3523,62.48,75.43,49.53,797,4,2.55,5.49,2.1
5119,85.47,96.12,18.1,555,4,9.68,8.35,0.72
6375,82.69,47.3,46.48,708,1,14.81,9.77,1.49
1032,27.65,30.0,1.81,422,3,6.39,8.17,1.38
1860,20.74,63.27,11.71,590,2,4.78,7.51,1.04
3294,38.08,54.38,35.0,738,2,16.63,7.08,1.89
6880,97.09,48.87,14.61,348,3,8.68,9.91,1.45
9802,39.97,11.35,4.64,398,4,8.11,1.19,0.66
3674,39.76,37.64,31.13,692,1,19.62,5.54,1.07
4615,61.34,97.56,42.92,830,1,0.1,9.11,1.11
7574,72.64,49.82,47.35,717,3,3.56,3.27,2.38
1900,39.41,57.42,24.2,616,4,10.08,4.09,1.86
3807,19.8,61.42,39.35,877,1,18.88,8.58,1.1
9786,85.24,30.84,34.6,591,2,18.51,3.48,0.84
1193,24.58,24.13,19.61,605,4,6.84,9.58,0.92
6711,66.42,31.76,29.3,600,2,1.05,7.26,0.7
4988,9.76,5.38,46.07,894,3,5.62,8.41,1.31
3251,67.87,69.71,22.98,560,4,10.78,5.37,1.45
4172,10.19,86.26,7.23,527,4,7.46,8.34,2.47
8069,7.94,10.81,47.06,901,1,2.65,2.74,1.13
7315,86.49,16.88,11.8,359,4,14.8,8.44,0.51
1218,14.29,41.53,33.41,807,2,6.94,5.46,1.29
6618,79.32,84.67,12.94,493,4,9.31,3.76,0.7
6135,8.9,83.72,19.75,752,2,1.94,4.59,0.7
7991,64.14,39.85,25.8,545,2,13.64,7.71,2.08
1577,72.35,88.36,0.12,292,4,7.61,6.19,2.47
7154,42.94,46.72,26.37,655,1,8.58,8.01,1.24
2730,27.68,75.13,20.66,659,2,17.42,6.31,1.31
3526,9.61,49.76,9.89,557,2,6.54,6.67,1.27
1887,58.65,87.9,19.49,592,2,17.92,5.45,0.88
4110,53.8,35.78,32.29,590,2,11.01,5.43,1.84
9178,36.03,40.63,41.19,793,1,13.69,4.3,1.84
5568,46.71,87.36,44.96,875,3,10.93,5.19,1.34
6648,59.32,40.95,17.84,483,2,13.52,3.55,1.38
9547,53.27,16.17,36.19,696,2,19.49,3.17,0.69
1586,51.07,9.63,8.07,349,4,15.21,2.17,1.89
8178,86.45,65.94,10.09,417,1,18.84,7.66,0.59
3261,57.61,95.89,39.08,755,3,17.76,3.7,2.36
2113,5.77,39.16,26.36,700,3,0.82,2.06,2.04
6401,19.09,87.24,7.92,579,4,7.05,2.87,1.28
3140,11.6,6.78,6.76,437,3,19.16,7.98,2.27
1305,28.89,73.98,21.16,684,3,13.67,7.34,1.19
5799,18.25,83.48,25.49,718,1,3.57,5.77,2.16
3208,54.05,39.89,25.53,576,4,10.01,6.43,1.96
2472,61.67,68.69,24.43,600,4,19.89,1.75,1.15
5597,65.35,58.43,31.71,646,4,13.44,8.4,1.06
8976,39.76,90.59,47.81,946,2,7.03,3.29,1.05
5061,6.08,63.18,34.89,812,1,4.67,4.04,2.13
3089,48.15,84.91,21.75,648,4,0.51,7.43,1.13
7895,21.87,91.14,37.03,813,4,17.34,2.86,2.39
9179,63.53,57.16,16.75,440,4,16.41,6.04,2.37
9379,64.01,48.41,43.91,729,4,16.43,8.38,2.18
7438,58.17,44.13,6.57,402,1,14.67,7.32,1.01
2556,17.01,7.2,27.73,607,4,0.8,9.04,2.43
5795,41.51,71.04,8.81,485,2,10.9,3.52,1.92
4944,66.68,79.38,45.09,778,1,6.71,4.83,1.62
6699,66.67,18.88,28.39,483,1,16.48,2.79,2.44
7678,47.58,5.34,7.64,387,4,3.65,6.2,1.2
5551,75.19,66.24,29.84,576,3,14.39,8.59,2.11
5235,27.58,17.21,6.55,398,2,14.84,7.58,2.45
1655,22.05,54.7,9.99,513,3,12.01,8.84,1.89
2027,60.25,17.9,18.59,430,3,5.71,6.65,2.14
5779,41.79,53.02,9.4,419,2,15.92,7.37,2.48
9440,89.7,72.03,12.35,348,2,8.64,6.02,2.16
9219,25.78,21.48,24.15,596,3,8.52,7.54,2.24
4566,95.36,62.07,32.54,565,2,12.93,2.12,1.23
2100,87.2,23.28,6.49,219,1,11.64,7.99,2.43
6345,14.21,10.49,34.31,707,3,9.34,6.56,2.21
7303,50.0,42.28,33.93,710,2,4.33,2.06,0.64
7867,37.14,12.79,22.08,571,1,12.15,8.71,1.33
6572,45.98,20.8,29.29,662,4,13.23,9.19,0.59
2360,84.8,49.2,4.56,315,4,0.85,6.39,0.59
8421,39.22,83.21,46.08,913,4,13.84,1.03,1.14
3715,27.92,49.71,44.27,802,1,2.65,7.45,2.47
2322,17.99,46.89,10.83,551,4,11.19,6.55,1.68
4229,63.46,85.85,22.06,589,3,0.84,8.67,1.1
7611,78.29,29.32,25.78,491,3,6.83,5.29,1.43
3727,20.1,62.96,16.73,605,2,16.11,7.29,2.0
6319,94.81,46.8,33.72,590,1,8.48,1.57,0.66
1474,67.87,22.37,10.16,381,4,0.83,8.19,1.16
2277,37.27,49.27,15.11,473,3,5.18,8.04,2.49
9653,61.17,66.91,8.09,424,2,15.98,2.23,1.79
3342,90.55,28.11,7.27,243,3,6.37,2.18,2.09
5410,50.58,66.38,39.46,817,2,9.0,2.77,0.77
6074,64.82,81.05,40.25,811,4,19.76,4.58,0.53
6933,54.93,81.49,19.66,598,4,8.95,8.37,1.11
1687,38.29,82.69,48.86,954,1,18.1,3.56,0.6
2744,29.16,55.91,35.8,734,1,15.59,4.72,2.29
3460,75.74,30.02,41.6,680,3,2.78,2.09,1.38
4290,15.69,94.18,27.52,850,1,6.72,7.03,0.65
9377,79.3,31.12,25.62,457,2,8.14,3.07,2.03
7529,53.44,85.16,49.6,825,2,7.93,9.93,2.19
2949,53.8,8.77,26.65,581,3,18.5,5.65,0.69
8491,32.81,41.77,37.59,744,1,15.94,3.95,1.85
4189,60.26,84.31,18.08,550,4,3.51,9.19,1.46
8148,51.56,74.7,33.7,766,1,9.37,7.31,0.66
2546,74.98,74.14,20.55,567,1,9.65,2.36,0.67
9091,30.04,98.99,41.87,889,1,2.44,7.8,1.94
3078,95.06,26.44,41.05,584,4,1.44,4.26,1.7
2955,36.51,97.71,40.12,801,4,11.52,3.14,2.37
6583,54.37,97.92,13.32,549,1,15.78,3.83,1.28
8249,39.96,54.41,22.92,666,1,2.62,2.88,0.94
1642,67.43,33.73,38.52,632,3,17.52,2.31,2.09
6134,56.78,9.21,21.53,529,3,17.67,1.63,0.65
6213,46.77,66.64,16.78,545,3,9.25,1.67,1.71
3691,11.03,99.99,38.77,898,1,19.16,7.53,2.2
2211,58.4,88.74,39.22,780,1,0.58,2.44,0.91
6999,36.97,98.84,21.22,715,4,14.84,1.6,0.64
1179,88.8,94.93,28.74,557,2,6.02,9.99,2.12
1340,9.99,40.14,49.65,952,4,0.67,6.1,1.74
9831,83.36,87.96,14.38,429,3,10.89,8.15,1.93
8279,44.01,14.6,39.06,714,3,11.85,8.51,0.99
7227,54.96,45.19,48.47,843,4,0.32,4.25,0.96
4000,8.45,78.58,49.1,973,3,15.89,3.6,2.04
4153,39.09,27.01,17.21,526,3,10.56,6.63,1.13
4029,73.26,83.25,1.59,291,3,17.41,7.6,2.42
8618,5.35,64.15,47.64,946,1,8.15,1.49,2.31
1963,68.22,97.57,35.97,695,2,18.27,7.74,2.37
6758,8.24,80.52,8.52,606,3,4.66,1.17,1.59
5531,75.63,25.65,12.27,361,1,3.98,3.91,1.59
7219,25.83,62.11,22.6,656,2,5.88,6.3,1.79
1059,22.14,91.37,26.81,742,4,18.75,7.34,1.95
8188,39.53,73.61,24.41,649,1,19.52,7.8,1.86
9120,99.76,22.73,2.02,109,2,3.37,3.92,2.42
3434,9.67,20.74,12.53,519,4,9.74,5.2,2.19
2524,33.06,72.81,22.66,618,4,12.83,8.85,2.15
5619,86.76,70.72,39.09,699,3,7.73,7.81,0.97
7108,27.95,36.81,34.19,700,4,12.36,1.74,2.23
9857,94.66,32.03,39.25,594,1,14.47,8.84,1.24
9508,85.88,34.17,22.1,427,3,3.78,7.1,1.45
5076,62.53,55.61,11.61,456,3,1.0,5.21,1.32
2444,7.62,37.01,37.53,887,2,12.58,5.31,0.54
9251,79.94,43.63,10.98,326,1,7.83,2.31,2.29
7718,91.57,53.98,41.34,664,1,8.26,1.85,0.95
9952,62.86,55.46,5.42,316,3,15.24,2.39,2.5
8497,73.98,25.25,26.3,469,3,1.41,7.71,2.23
1073,64.54,27.27,38.42,627,2,15.75,8.17,1.94
5609,73.95,61.63,12.22,399,1,14.9,3.83,1.95
7630,45.26,73.46,35.72,687,2,11.76,1.75,2.46
8996,5.39,58.57,42.19,954,4,3.82,6.94,0.68
8950,67.14,85.4,45.7,844,4,15.01,6.5,1.14
3990,70.79,32.32,25.8,485,2,11.7,5.91,2.26
3199,20.67,86.99,18.88,686,1,18.02,5.28,1.44
7720,74.32,70.89,44.02,763,2,7.65,4.07,1.6
8511,56.4,34.8,22.75,496,1,0.37,6.98,1.82
7129,89.37,18.51,6.53,221,4,14.35,2.0,1.9
6440,68.81,66.66,2.19,291,4,8.78,1.91,2.39
6521,62.82,72.27,39.0,771,4,2.04,5.23,0.95
4031,59.14,13.85,7.82,321,1,12.19,8.55,2.18
4571,78.59,6.45,15.15,345,3,11.16,8.77,1.42
1367,33.99,38.05,18.09,523,4,16.64,6.07,2.45
9401,22.95,68.02,33.78,834,4,8.23,5.15,0.65
3107,48.09,67.11,35.4,698,1,12.68,9.52,2.48
1572,65.3,75.67,49.19,825,2,7.5,3.18,1.47
2911,94.97,53.64,44.98,670,2,17.54,4.23,1.48
7491,94.71,16.12,28.03,482,3,9.03,3.33,0.66
1012,89.55,31.9,11.46,320,2,0.72,9.59,1.68
5327,92.66,24.19,8.88,264,4,6.43,5.21,1.54
9767,73.15,67.04,8.67,376,3,17.3,2.1,1.82
6312,80.81,79.02,14.62,402,4,11.57,3.54,2.49
3217,34.82,74.34,22.54,681,1,3.53,9.36,1.12
8580,83.86,31.54,47.78,748,1,1.3,9.22,0.68
8209,18.43,30.11,28.9,698,2,7.31,1.68,1.64
3138,95.63,34.33,38.76,568,1,3.0,4.34,1.59
6862,51.89,36.14,12.88,406,4,2.24,9.89,2.34
6891,96.2,95.95,22.34,550,1,17.15,7.7,0.56
5025,40.59,68.41,34.17,726,3,15.58,3.3,1.98
2608,67.68,35.07,48.87,722,3,18.88,6.21,2.28
8465,76.52,55.0,43.11,729,3,9.96,9.07,1.1
3849,86.52,29.49,11.9,350,1,12.11,9.63,0.77
7053,29.27,85.31,47.16,947,1,4.05,5.15,1.42
1854,67.8,22.0,23.22,477,2,6.55,7.87,1.73
6022,12.63,41.92,37.59,812,2,17.37,1.01,1.96
6016,44.94,60.12,10.77,523,2,7.76,2.15,0.79
4375,7.66,93.46,0.06,550,4,7.17,5.47,1.0
3103,64.58,70.0,1.4,339,3,9.17,2.83,1.65
9907,91.7,70.6,44.26,652,2,3.08,9.48,2.38
8389,44.6,99.38,25.72,711,4,6.2,3.63,1.36
9011,36.66,48.85,9.16,504,4,13.78,5.9,0.59
3448,7.35,98.65,40.52,931,1,9.34,7.13,2.0
3575,77.59,19.42,29.64,571,1,19.01,2.69,0.52
7368,54.62,39.41,10.63,462,3,18.22,8.07,0.64
5550,25.22,26.47,5.71,453,1,15.61,8.27,1.37
3652,36.8,79.32,41.87,878,1,16.14,8.32,0.86
1112,85.0,94.96,34.27,639,3,14.71,3.09,1.66
7196,46.58,60.79,21.48,551,1,6.4,8.49,2.21
3111,76.67,37.02,17.38,458,1,18.94,2.56,0.68
7633,22.83,95.19,44.57,957,2,15.57,7.23,1.38
8546,22.6,74.43,31.42,808,1,8.39,8.37,0.85
8737,99.99,62.1,49.04,729,4,8.52,4.57,0.9
8118,42.49,49.13,10.24,520,2,13.56,6.4,0.92
3603,73.68,88.91,9.37,417,2,5.28,3.34,1.96
4583,94.25,76.31,16.85,405,3,8.29,4.21,1.52
3901,59.8,49.88,6.18,336,3,5.97,3.02,2.26
2701,19.74,75.02,6.9,526,1,11.88,7.61,1.96
2216,96.16,61.23,2.39,304,4,17.35,7.33,0.52
1572,81.86,69.77,49.23,724,3,7.74,3.2,2.24
1864,34.06,35.13,33.51,734,3,8.27,3.42,1.26
2752,70.02,17.74,20.95,414,2,10.37,4.99,2.39
2666,22.99,65.86,4.38,453,4,12.99,4.02,2.49
8952,10.54,49.85,39.28,839,1,2.33,4.17,2.2
3650,42.53,59.29,13.66,563,3,1.97,6.24,0.77
9498,80.6,72.26,14.59,409,4,17.4,7.91,2.15
8382,42.53,98.24,20.93,685,1,16.19,6.36,1.18
2729,18.15,99.14,44.26,998,1,10.24,4.27,0.99
5845,23.83,24.97,17.49,577,3,13.43,1.5,1.1
2461,69.04,36.3,13.6,379,1,18.29,7.77,2.21
9225,14.24,83.11,25.74,767,2,4.39,2.16,1.31
9286,22.78,19.41,2.18,391,4,15.24,3.51,1.92
9631,70.15,30.58,1.03,243,2,3.2,3.4,2.14
4911,8.58,34.87,36.15,839,1,17.69,9.17,0.69
4458,38.05,15.8,40.2,772,4,15.46,7.24,0.76
9540,42.47,99.33,5.96,507,4,15.31,8.41,1.53
2262,32.05,23.87,12.5,438,3,3.4,1.36,2.43
9655,28.02,53.55,5.16,458,2,3.0,3.06,1.86
2773,51.31,25.86,38.14,748,3,5.73,1.01,0.51
1762,60.77,94.73,40.94,817,4,10.41,2.29,1.03
3241,67.69,61.61,20.61,516,2,16.07,6.71,1.63
9178,68.73,93.6,11.17,452,3,6.73,6.62,2.14
7368,11.44,19.58,9.89,515,3,9.73,7.75,1.66
8765,52.29,8.55,20.07,473,3,14.9,6.5,1.7
2093,66.45,61.06,19.92,504,1,12.03,8.55,1.55
3567,15.59,28.14,47.43,871,4,18.84,6.21,2.1
3744,72.04,24.46,43.41,707,2,0.56,3.42,1.0
5812,10.5,10.15,37.09,747,1,17.16,3.97,2.4
4104,47.14,93.48,21.78,642,1,8.95,2.79,1.49
6410,6.85,14.05,42.26,824,3,9.62,5.58,1.61
2398,14.64,38.55,26.0,724,3,13.14,1.35,0.65
2695,93.2,79.08,18.24,442,1,11.25,8.97,1.73
7569,33.29,54.45,5.92,426,2,10.93,5.55,2.18
6079,53.21,94.38,36.52,764,4,11.25,4.07,1.74
1926,62.23,82.26,31.81,696,3,6.4,2.37,1.19
3766,93.32,40.34,20.51,454,1,18.0,8.43,0.59
8288,69.5,77.87,32.93,633,3,9.62,1.14,2.06
7251,44.51,6.24,49.4,779,4,0.06,4.34,1.64
5341,11.26,11.23,11.36,486,3,7.72,4.36,2.2
5345,23.75,40.41,5.56,483,1,17.59,3.71,1.12
9606,10.67,80.45,45.53,918,4,15.13,2.75,2.44
4711,35.44,48.26,49.55,859,2,4.74,6.36,1.97
9460,20.15,68.47,11.76,618,2,17.43,4.36,0.79
3301,34.14,37.72,48.68,846,4,11.32,1.88,2.08
2422,15.72,53.65,39.65,816,4,9.77,7.48,2.25
6350,88.92,71.33,2.21,295,1,15.91,6.0,1.55
4855,87.97,48.49,48.7,700,2,19.85,7.35,2.22
1742,46.24,37.46,44.06,837,4,16.46,5.39,0.58
8352,24.73,65.71,18.22,660,3,3.01,5.83,1.02
4306,9.56,85.94,5.79,545,1,11.36,6.07,2.31
5444,48.08,53.08,7.28,481,4,3.45,5.47,0.7
2374,69.73,17.41,5.79,254,3,19.85,9.92,2.42
6444,58.14,68.63,30.49,695,3,5.34,6.26,0.96
9296,62.47,14.58,42.69,649,1,17.53,8.44,2.36
1494,58.44,47.43,0.84,313,1,12.46,8.08,1.75
1620,63.79,5.42,11.51,350,2,0.07,9.54,1.81
9070,39.28,98.48,24.58,652,2,13.58,2.24,2.49
1800,42.3,34.36,1.21,348,2,4.91,7.56,1.75
4568,22.02,31.97,23.07,645,1,12.79,5.09,1.25
6621,94.52,70.46,14.98,414,1,8.54,2.04,1.18
3654,50.61,46.84,30.37,691,4,8.27,7.89,0.82
6222,18.46,40.04,26.08,701,1,0.28,7.78,1.45
4073,33.47,65.81,18.58,615,3,9.6,2.35,1.44
9008,98.25,97.08,29.88,552,3,10.12,2.49,2.07
3778,78.41,22.7,18.47,441,4,14.52,7.65,1.09
7086,92.42,18.59,25.51,478,2,11.33,3.6,0.51
8606,80.66,87.15,24.36,561,4,8.66,6.23,1.2
5887,96.33,22.14,36.74,565,2,8.52,1.33,1.19
9697,79.99,34.25,5.9,275,3,2.22,4.6,1.79
9938,15.04,31.88,38.31,801,2,9.13,3.82,1.55
7826,43.29,66.64,31.97,738,2,16.41,3.92,0.66
8869,19.05,41.9,22.17,708,2,9.3,9.07,0.5
9616,38.76,28.72,16.56,478,3,3.2,6.02,1.96
9283,48.52,11.22,33.63,606,2,15.53,4.12,1.88
1243,26.73,17.46,23.28,637,3,3.0,1.01,0.95
5568,40.78,69.66,39.14,809,3,19.93,4.18,1.42
7668,9.35,79.26,16.92,654,2,5.05,7.16,1.98
3032,89.95,45.18,15.52,345,1,13.21,1.17,2.13
3499,79.89,23.56,47.49,688,4,0.41,2.54,1.47
7219,34.24,19.27,43.34,753,4,7.48,5.89,2.01
3844,45.07,76.71,34.6,774,3,0.24,1.3,1.09
8626,27.06,73.37,16.0,592,4,6.6,3.06,1.83
9296,79.81,88.45,25.52,579,4,16.22,5.2,1.34
7531,72.97,82.42,0.63,282,2,10.99,4.62,2.28
8977,95.61,28.31,16.8,383,4,18.76,1.2,1.03
6669,65.65,72.55,23.0,534,1,6.94,3.31,2.25
4339,85.56,6.08,32.37,554,4,15.28,5.25,0.59
8386,87.4,8.75,11.56,258,4,14.97,2.52,2.41
3987,35.65,28.26,21.52,568,2,7.16,4.31,1.48
7703,53.1,49.59,18.59,555,4,10.38,9.88,0.83
4964,30.53,60.9,38.59,827,1,5.15,5.66,0.78
6971,54.96,74.49,29.56,715,3,14.14,9.27,1.16
5225,23.18,96.33,8.14,603,1,2.32,7.98,1.02
7619,95.57,54.58,20.8,486,1,13.55,8.28,0.54
6514,37.62,59.73,20.48,627,4,4.26,6.45,0.83
5065,45.65,28.26,30.12,605,4,16.79,8.42,2.22
4380,25.88,24.38,41.38,808,1,8.49,9.47,1.65
6734,80.29,83.83,27.36,553,2,18.08,1.71,2.08
6446,33.48,43.84,13.48,480,1,2.42,4.45,2.19
4145,32.89,47.73,16.02,602,4,8.76,6.06,0.58
3051,13.69,17.99,13.76,502,1,12.84,2.48,1.97
2790,50.37,50.33,15.74,502,2,13.51,9.25,1.57
2659,84.57,83.55,37.34,696,2,17.45,1.64,1.13
4458,44.71,16.5,22.8,529,1,5.82,9.53,1.77
7634,80.67,24.23,17.1,353,3,19.22,7.9,2.18
5890,77.33,65.19,26.31,539,4,1.46,5.05,1.89
7776,24.71,56.42,4.71,485,2,18.3,3.78,1.57
1764,58.71,49.26,21.6,530,2,13.22,9.08,1.34
1212,65.27,42.51,11.06,415,4,19.12,2.97,1.27
4888,74.46,74.72,46.42,775,3,5.46,7.91,2.04
7087,33.5,29.85,4.99,371,2,1.18,3.06,2.18
7930,76.09,76.52,34.43,675,2,2.31,7.09,1.08
8363,12.95,81.34,8.43,586,4,8.7,1.15,2.0
3470,50.28,77.25,28.99,663,2,18.65,3.89,2.04
1114,99.07,83.37,45.17,695,2,11.54,1.95,1.57
5884,41.45,47.35,14.91,504,1,1.29,9.45,1.86
9160,55.63,84.09,41.39,756,3,10.2,2.38,2.33
6150,15.47,86.91,27.36,729,3,14.57,3.47,2.41
3176,95.06,70.58,40.86,667,2,0.54,9.37,1.22
2515,52.4,66.22,19.58,525,3,1.07,9.04,2.2
3506,62.91,89.6,9.09,452,3,11.66,9.82,1.7
6332,27.81,47.79,23.13,588,4,12.49,2.44,2.48
3916,19.57,79.78,2.52,473,2,0.59,1.98,2.0
5293,33.23,96.92,25.6,742,2,10.6,2.74,1.17
8882,26.14,37.71,15.21,570,1,16.99,7.07,1.54
8670,69.63,65.45,5.73,367,3,12.49,5.59,1.6
9629,66.94,88.27,33.05,732,4,11.76,1.35,0.52
8844,9.06,62.23,3.47,527,3,3.65,2.45,1.61
4783,40.61,35.99,0.91,380,4,5.89,2.7,1.19
6377,79.62,93.84,36.88,744,3,15.41,7.67,0.9
9616,94.93,92.0,32.92,644,1,18.46,6.98,0.76
2175,42.22,80.05,35.58,782,2,10.23,9.63,1.48
4269,61.56,54.32,9.51,452,3,17.14,9.29,0.64
9066,80.13,96.78,46.55,845,1,9.94,5.1,0.6
9521,60.02,24.14,12.36,387,3,1.04,2.86,1.91
7393,41.59,76.8,33.5,764,4,12.25,5.82,1.2
3305,73.3,67.5,44.89,728,3,6.52,7.9,1.93
9187,48.36,37.32,8.28,421,4,3.57,6.01,1.31
6942,21.16,44.74,29.48,709,2,18.58,7.93,1.83
1790,13.68,15.77,32.42,774,4,16.39,7.08,0.78
2034,41.66,27.87,16.14,544,1,16.03,8.0,0.64
8531,50.77,25.55,18.98,543,3,3.02,3.8,0.71
4218,24.46,41.11,15.67,520,2,13.66,6.12,2.48
2489,61.35,60.83,3.75,392,3,13.92,7.39,1.06
7358,53.85,34.36,2.91,319,2,11.73,1.89,1.95
7120,88.36,69.56,31.92,616,4,2.38,8.93,0.84
5859,32.32,70.62,4.85,506,1,8.15,8.76,1.55
6654,23.16,48.05,29.07,769,4,17.48,6.58,0.54
5746,53.61,21.42,28.35,631,1,9.69,2.24,0.6
7881,94.06,68.8,11.73,399,1,7.82,9.14,0.87
7080,92.0,82.9,8.3,351,3,13.29,3.15,1.54
6294,59.34,45.95,7.12,406,1,9.77,6.64,1.38
5986,45.19,29.96,8.61,441,3,12.48,2.84,1.03
5277,36.65,41.25,35.59,731,4,12.82,4.65,1.74
9901,94.52,22.96,41.21,542,1,7.05,7.55,2.35
6299,74.56,84.3,27.58,590,2,11.73,8.21,1.56
4888,77.89,70.17,40.09,742,3,18.81,5.48,0.67
1844,52.2,32.65,29.21,575,2,16.63,2.92,1.95
2485,46.37,25.15,7.3,443,3,0.82,1.77,0.66
4891,15.86,58.43,44.02,917,1,5.16,1.88,1.02
2086,62.06,35.43,11.33,369,1,4.94,9.69,2.16
4532,54.14,84.08,46.34,809,4,5.89,9.59,2.06
2631,61.72,47.67,36.92,663,3,18.26,8.58,2.4
2587,35.77,99.48,21.7,701,2,17.94,4.48,0.81
9963,27.58,7.51,21.53,571,3,0.92,4.3,1.45
2916,17.3,6.32,8.38,440,1,14.44,2.9,2.24
4805,78.96,42.75,4.43,320,1,6.68,2.21,1.23
7183,33.33,82.23,47.13,893,3,10.25,1.36,2.19
3884,21.61,90.41,3.56,557,4,15.67,6.52,0.92
2663,59.84,73.32,17.5,530,1,17.64,5.54,1.76
5750,50.13,47.06,25.95,641,3,11.31,3.59,0.94
8677,99.26,12.92,2.66,159,1,18.83,8.87,1.81
6796,39.59,40.68,7.75,466,1,11.19,4.17,1.12
9574,79.8,83.72,31.18,618,3,18.19,8.09,1.53
6839,91.0,88.27,19.49,501,3,8.15,5.95,0.88
4307,77.9,39.55,43.35,679,3,16.54,7.95,1.83
7717,69.91,27.86,49.94,795,1,5.67,7.74,0.98
5104,62.6,13.66,6.59,299,4,7.87,2.68,1.81
3072,27.96,39.68,48.81,905,1,2.53,2.81,1.14
6713,95.92,81.08,32.6,545,4,1.63,8.21,2.25
3956,38.45,78.77,22.79,667,3,3.35,2.62,1.26
7871,10.28,91.66,20.21,763,1,8.83,5.58,0.92
5980,84.46,53.91,49.17,733,4,18.12,8.88,1.9
5684,98.69,37.3,23.05,390,1,18.43,4.17,1.85
4275,63.91,88.69,44.26,783,3,12.36,8.37,1.83
6478,51.9,82.9,0.05,389,1,7.57,7.49,1.84
5550,7.59,95.48,1.73,604,4,15.13,8.51,0.57
3971,12.93,98.56,3.94,524,4,12.63,4.19,2.22
9653,99.08,41.23,8.49,302,1,13.18,4.86,0.85
3042,93.01,27.11,1.52,195,1,17.35,3.26,1.56
1044,45.97,76.68,37.67,755,2,18.47,1.82,2.28
6202,53.23,57.44,44.51,840,2,10.29,3.26,0.81
9408,92.85,20.19,10.79,271,2,17.46,5.48,2.0
2838,27.16,40.02,32.13,686,4,18.63,2.36,2.44
3494,93.02,99.5,39.83,742,1,14.33,3.76,0.71
7343,13.16,91.47,18.32,669,1,2.24,8.35,2.09
3975,6.73,54.04,27.22,729,3,2.36,2.69,2.03
5779,73.04,67.05,14.8,462,1,12.41,1.6,1.15
4638,60.18,94.83,14.05,537,1,13.47,7.42,1.25
6823,36.63,33.88,43.85,788,4,0.19,4.43,1.95
1332,23.47,61.88,23.48,663,2,16.34,7.84,1.9
4826,80.8,38.1,31.6,524,1,3.03,5.61,2.38
1712,22.54,11.93,25.02,633,1,14.42,4.75,1.12
6493,51.6,63.44,18.41,599,4,3.47,4.15,0.59
4842,12.53,14.89,5.03,484,2,18.93,2.44,0.76
6576,90.99,92.57,33.06,610,2,12.91,9.1,1.73
6326,92.12,57.61,5.45,260,2,18.27,7.94,2.23
2409,97.42,11.7,15.2,337,2,15.26,2.08,0.75
9156,10.57,10.97,6.29,501,1,6.36,3.24,1.04
3865,56.72,49.15,20.47,500,4,10.15,9.05,1.97
3780,33.59,14.19,22.85,559,3,16.25,3.57,1.45
1178,88.83,41.74,3.94,239,3,9.35,6.74,2.04
4486,45.95,80.61,26.85,712,1,16.46,6.14,1.14
8491,82.08,47.17,34.28,552,1,0.25,1.99,2.1
4587,99.5,28.44,6.72,212,1,10.11,6.56,2.23
8854,46.23,57.06,30.03,722,2,1.89,9.52,0.51
4174,49.39,54.91,41.45,723,3,10.83,4.51,2.24
1273,36.89,40.63,22.28,569,4,4.15,2.12,1.84
3279,63.35,32.04,27.68,550,2,9.85,8.42,1.69
1562,46.84,90.31,22.07,622,4,8.48,9.69,1.79
7509,47.7,36.34,40.4,769,1,4.37,6.6,0.66
7136,45.49,84.65,19.01,561,1,19.15,5.74,2.05
5341,99.28,87.38,19.96,462,2,14.16,5.14,1.23
1970,64.66,95.0,26.85,675,2,9.03,9.64,0.86
2889,45.42,97.06,43.27,833,4,1.34,5.71,2.17
4111,91.53,52.51,16.23,350,1,17.17,9.21,2.22
6317,48.25,24.38,31.14,641,2,1.69,8.66,1.28
6812,78.32,98.9,29.02,664,3,18.16,1.09,0.98
5305,94.65,35.71,39.86,590,1,2.05,2.78,1.63
1771,18.79,6.57,13.92,563,4,14.55,3.14,0.55
5264,7.13,57.55,22.17,673,1,12.81,6.01,2.44
1175,54.74,98.7,38.52,767,3,13.18,4.21,1.83
9485,77.62,77.08,18.35,486,4,4.79,5.45,1.55
3550,49.17,64.66,22.87,598,1,12.24,8.67,1.55
