Product ID,Stock Levels,Supplier Lead Time (days),Stockout Frequency,Reorder Point,Expiry Date,Warehouse Capacity,Order Fulfillment Time (days)
3600,989,28,0,134,2/9/2024,1563,5
5276,778,17,0,152,8/24/2024,2132,13
5558,603,11,0,82,3/14/2024,2644,14
2023,993,15,0,121,6/10/2024,4513,2
8569,902,27,0,113,6/15/2024,3022,5
7751,23,21,9,171,5/16/2024,2312,1
2792,330,11,0,54,12/18/2024,2656,7
5126,700,19,0,40,8/14/2024,3679,3
2149,769,29,0,79,1/18/2024,4422,5
3219,725,13,0,118,7/29/2024,4700,11
1554,907,18,0,161,5/27/2024,3236,6
1320,119,8,0,62,1/25/2024,3453,3
4872,380,2,0,46,10/19/2024,1853,11
5550,551,24,0,31,7/1/2024,1409,2
5670,956,19,0,171,2/11/2024,1857,8
3548,171,1,0,55,4/28/2024,3895,14
2592,257,24,0,93,3/19/2024,1474,11
8812,337,8,0,176,6/26/2024,1153,13
9092,174,25,2,59,5/19/2024,4893,1
7472,298,8,0,190,11/9/2024,2494,7
9882,890,7,0,35,1/9/2024,3485,7
6189,177,6,0,189,4/14/2024,3761,14
6977,282,26,0,59,11/19/2024,1736,8
7055,732,8,0,92,12/7/2024,4846,9
8040,310,24,0,162,7/1/2024,4226,14
6225,68,9,0,199,9/3/2024,2138,12
4994,862,10,0,109,1/1/2024,3784,12
7389,356,12,0,133,1/21/2024,1775,7
3261,712,27,0,128,5/31/2024,3169,10
6040,596,16,0,165,6/7/2024,2609,1
3645,459,29,0,56,1/19/2024,4979,9
6330,183,18,0,192,7/8/2024,2357,10
3196,406,19,0,70,11/9/2024,1829,2
1495,511,13,0,134,1/3/2024,1714,13
3331,242,7,0,14,9/13/2024,4959,6
8519,660,1,0,106,5/12/2024,4864,5
2783,247,7,0,112,5/24/2024,1491,7
4839,713,7,0,175,2/27/2024,2159,6
9640,753,18,0,143,2/13/2024,4380,13
3547,127,14,0,184,3/3/2024,4480,1
3615,293,26,0,73,4/5/2024,4234,12
7029,585,19,0,46,8/14/2024,2831,3
4689,963,24,0,24,7/25/2024,4102,12
2873,302,3,0,179,3/24/2024,1314,3
9906,958,14,0,121,4/10/2024,1317,7
1551,927,21,0,33,1/21/2024,2051,12
3090,584,9,0,62,5/28/2024,2564,14
7840,719,29,0,161,7/21/2024,2935,13
8855,903,23,0,149,11/19/2024,1331,3
3012,601,5,0,100,5/5/2024,2858,6
6379,222,1,0,28,10/6/2024,4132,12
4783,680,20,0,14,6/23/2024,3468,6
5171,499,2,0,151,2/2/2024,1705,8
7951,219,24,0,35,3/15/2024,1266,5
3904,181,18,0,50,6/9/2024,1808,13
9691,864,29,0,161,4/25/2024,3258,6
3141,540,24,0,158,6/17/2024,1613,2
4383,233,19,0,16,5/28/2024,4342,9
9119,26,8,2,168,10/7/2024,3225,2
9533,312,25,0,132,3/16/2024,2594,5
2402,381,11,0,120,4/4/2024,4746,9
6936,28,7,9,10,7/17/2024,4320,11
8314,625,10,0,100,9/17/2024,3472,12
6708,778,19,0,22,5/9/2024,4021,8
5263,258,8,0,166,6/15/2024,2385,9
9137,358,12,0,143,8/19/2024,1990,8
8630,238,21,0,146,7/26/2024,4621,2
8309,221,27,0,39,1/29/2024,3073,1
1136,990,2,0,172,4/27/2024,1320,14
1301,471,1,0,31,7/29/2024,1340,6
2447,193,23,0,145,4/21/2024,3168,6
2355,271,11,0,46,6/18/2024,1888,3
9071,928,7,0,65,9/10/2024,1495,8
1853,253,29,0,49,11/5/2024,3281,10
5396,119,20,0,184,1/17/2024,4703,11
8055,464,5,0,109,12/11/2024,4799,8
9326,560,11,0,175,3/3/2024,4366,2
1233,577,26,0,156,8/17/2024,4472,4
3890,394,10,0,80,5/26/2024,4138,13
5889,437,21,0,10,4/22/2024,2250,2
9619,995,3,0,72,12/24/2024,2720,1
7549,200,3,0,155,4/4/2024,3520,13
6059,691,19,0,99,9/27/2024,4550,7
5781,772,29,0,113,5/15/2024,3494,10
5074,244,19,0,120,12/28/2024,1747,8
4767,413,29,0,90,12/13/2024,1918,7
4422,361,28,0,152,10/21/2024,1568,4
8897,955,8,0,148,7/24/2024,1429,6
4110,911,29,0,178,5/30/2024,1867,5
5026,90,24,11,28,5/11/2024,1775,5
3040,69,1,0,130,4/4/2024,4964,2
7963,924,21,0,124,8/9/2024,4126,14
8933,177,27,0,132,2/18/2024,3478,7
6081,495,23,0,20,2/17/2024,4649,10
9741,562,1,0,42,6/20/2024,4357,12
9690,159,23,2,53,1/25/2024,2108,3
5287,589,18,0,98,6/21/2024,4644,8
1947,70,12,0,186,7/2/2024,3383,11
4797,508,9,0,105,2/15/2024,1337,11
6637,283,14,0,193,5/30/2024,2576,14
3580,202,14,0,68,10/8/2024,2244,9
1486,888,17,0,199,9/13/2024,2335,13
2648,8,7,6,143,2/21/2024,1124,3
8453,163,17,0,155,8/14/2024,4863,8
1327,762,13,0,135,8/2/2024,2430,10
1496,196,26,0,72,2/4/2024,1566,4
7072,69,28,11,109,5/18/2024,4679,12
5773,643,14,0,24,12/27/2024,1374,2
5303,113,16,0,187,10/20/2024,4585,8
2096,178,29,1,115,12/2/2024,4304,6
9281,852,1,0,167,1/7/2024,4103,10
1977,788,26,0,186,9/19/2024,1685,7
2331,540,21,0,146,4/23/2024,1061,6
4590,884,5,0,133,2/25/2024,4109,2
7149,82,14,4,84,10/31/2024,3122,5
7220,270,18,0,74,9/6/2024,1318,10
8283,701,5,0,63,5/7/2024,4061,11
2630,971,22,0,101,2/2/2024,2057,7
2982,412,25,0,73,7/18/2024,1760,9
9144,289,26,0,197,3/19/2024,3195,2
6007,911,1,0,180,10/25/2024,2919,4
6972,745,11,0,63,11/10/2024,2522,2
9854,851,13,0,62,3/15/2024,3950,2
1337,44,3,1,105,1/21/2024,2771,12
2939,241,19,0,176,10/12/2024,1558,13
2396,147,9,0,36,2/23/2024,4845,14
7458,957,9,0,84,7/18/2024,4663,14
8447,499,6,0,158,12/15/2024,4450,8
6738,823,2,0,195,3/24/2024,3881,1
7238,165,27,0,153,4/16/2024,4218,3
8394,389,26,0,135,6/20/2024,4149,14
3254,378,27,0,109,6/25/2024,1244,6
8645,868,11,0,84,5/26/2024,2408,9
9944,495,22,0,118,8/26/2024,2437,14
3313,764,4,0,182,6/12/2024,4970,1
6478,340,24,0,15,1/11/2024,3775,4
4619,897,19,0,128,7/19/2024,1597,3
4717,790,11,0,76,4/12/2024,2490,2
3698,480,13,0,48,1/6/2024,3575,9
9316,740,24,0,116,7/5/2024,2269,1
6040,388,5,0,122,9/9/2024,1349,2
1355,34,9,5,102,2/26/2024,4414,6
7891,306,4,0,22,7/2/2024,4111,12
3111,819,27,0,15,6/19/2024,4549,9
7908,588,9,0,197,5/26/2024,1449,11
2685,856,16,0,172,11/30/2024,3175,6
7705,558,24,0,74,12/3/2024,2461,1
1758,627,14,0,120,12/9/2024,4713,12
2422,490,22,0,80,5/26/2024,3569,7
8724,82,5,1,71,11/11/2024,3388,14
4392,510,25,0,23,2/24/2024,2739,5
1219,523,27,0,54,12/5/2024,4782,3
4241,896,18,0,116,3/29/2024,3679,5
4439,407,29,0,163,1/3/2024,3101,13
8161,431,1,0,163,8/10/2024,1931,7
7131,412,20,0,51,6/24/2024,4257,6
9721,488,24,0,116,4/19/2024,3193,12
2773,957,14,0,93,3/31/2024,1082,2
6753,697,26,0,74,2/16/2024,3276,7
5538,730,21,0,48,4/4/2024,3982,14
7219,429,13,0,135,4/30/2024,4713,1
4695,213,24,0,89,4/9/2024,1660,6
6190,408,23,0,45,3/13/2024,2507,5
8774,146,1,0,97,5/2/2024,2163,6
4163,184,19,0,187,4/22/2024,4393,12
3041,114,17,0,108,10/14/2024,1360,9
4110,875,5,0,89,11/22/2024,2548,8
4163,245,3,0,140,3/21/2024,1327,11
2069,79,27,9,117,12/16/2024,4127,6
5229,312,22,0,109,3/15/2024,4791,1
3297,644,15,0,145,4/16/2024,4288,7
3728,652,27,0,130,8/9/2024,3024,12
4158,493,29,0,145,8/4/2024,4993,1
4103,870,21,0,103,12/18/2024,1189,13
2692,944,14,0,106,3/28/2024,4615,4
1269,626,3,0,166,10/18/2024,2887,9
3071,125,8,0,189,6/12/2024,2896,2
6739,905,3,0,88,4/5/2024,1030,2
2331,18,20,8,176,5/13/2024,1096,1
2081,662,10,0,142,7/2/2024,1441,9
7986,88,19,4,125,4/23/2024,1280,5
3299,215,24,0,58,4/27/2024,1181,12
7674,314,12,0,34,5/30/2024,2842,4
4895,160,5,0,66,4/5/2024,4670,12
7127,867,21,0,180,11/14/2024,2925,13
8694,515,3,0,124,11/18/2024,2153,5
4559,747,4,0,57,9/15/2024,3553,3
9572,20,26,18,22,4/18/2024,1668,12
7222,997,13,0,137,10/21/2024,3724,2
1936,507,14,0,90,7/28/2024,4806,10
5307,933,8,0,32,1/6/2024,4726,7
9021,64,21,13,46,5/23/2024,4049,13
3026,148,11,0,97,10/29/2024,1323,12
1237,580,28,0,51,3/25/2024,4897,5
5581,651,5,0,61,4/21/2024,3147,14
5531,179,15,0,131,5/31/2024,3653,4
5540,966,29,0,12,7/21/2024,4959,7
7485,210,29,0,125,5/27/2024,4246,13
5052,369,5,0,32,3/12/2024,2629,4
5582,235,6,0,173,3/2/2024,4307,6
4659,422,26,0,72,6/21/2024,1951,6
7220,901,26,0,117,9/20/2024,1354,5
7249,417,17,0,66,8/31/2024,3751,7
8478,159,27,3,58,6/14/2024,3707,9
5784,268,15,0,67,6/7/2024,3807,9
6612,897,18,0,69,7/31/2024,4500,2
6872,395,14,0,194,9/16/2024,3890,2
3021,860,22,0,31,11/29/2024,4440,6
5081,74,10,2,92,2/7/2024,1307,12
1809,804,27,0,75,8/5/2024,3881,2
7207,442,24,0,160,7/17/2024,4028,1
8762,813,18,0,66,3/14/2024,4608,5
8020,79,21,13,11,3/2/2024,4994,14
7088,573,19,0,98,8/28/2024,1495,3
5299,202,15,0,10,7/9/2024,1357,2
8591,599,12,0,179,12/2/2024,1484,6
3131,715,11,0,188,10/8/2024,2316,2
2829,69,24,9,140,10/24/2024,2276,13
9277,590,20,0,119,2/27/2024,2776,10
8158,707,28,0,147,6/27/2024,4248,7
1660,928,1,0,106,10/6/2024,4485,13
1063,897,13,0,166,5/16/2024,3149,2
4301,212,1,0,172,3/19/2024,4093,2
2000,801,6,0,42,2/26/2024,3053,1
6437,321,1,0,16,11/22/2024,3025,11
2140,891,29,0,74,3/14/2024,4776,1
4505,418,2,0,98,1/6/2024,1204,5
2664,713,15,0,84,10/18/2024,1739,8
7257,388,9,0,46,11/11/2024,1056,6
4040,411,24,0,82,11/12/2024,1680,13
7165,569,4,0,75,7/28/2024,1259,10
7511,335,15,0,95,6/13/2024,4122,9
8255,299,25,0,194,9/23/2024,4391,11
8177,742,13,0,166,1/15/2024,3155,8
6908,427,14,0,134,5/28/2024,2982,10
6887,772,12,0,107,1/18/2024,4449,1
2485,644,1,0,197,2/15/2024,1810,4
4632,602,8,0,33,8/30/2024,3231,7
6987,986,15,0,26,6/30/2024,2030,7
4786,327,12,0,163,8/27/2024,4206,9
4165,308,8,0,66,10/11/2024,1654,4
2435,749,15,0,179,3/14/2024,3129,12
1770,759,13,0,195,11/25/2024,2125,2
2643,605,8,0,62,1/9/2024,1291,1
2625,318,7,0,131,11/27/2024,2230,14
7722,29,17,9,120,12/4/2024,4866,1
8513,114,28,11,15,11/3/2024,2629,8
7237,250,16,0,139,11/16/2024,4766,10
8866,739,23,0,176,7/25/2024,2522,13
9779,57,9,0,157,11/15/2024,3546,12
5060,987,6,0,180,5/12/2024,3795,4
4738,1,27,20,44,8/1/2024,4048,3
2610,461,15,0,61,3/15/2024,1636,6
9471,317,11,0,198,7/30/2024,3606,11
7262,822,10,0,187,5/2/2024,4203,10
6435,2,24,14,132,4/19/2024,4992,7
7817,939,26,0,129,5/29/2024,4838,5
7199,538,8,0,117,8/29/2024,1321,11
2470,696,20,0,121,3/10/2024,4929,14
6033,115,23,5,55,4/18/2024,2152,12
8316,621,19,0,37,1/15/2024,3478,13
5583,566,29,0,186,7/29/2024,1538,1
2283,880,18,0,67,5/22/2024,1592,14
2746,604,29,0,188,6/1/2024,4848,14
3981,308,10,0,120,5/30/2024,4950,2
1576,874,12,0,18,6/23/2024,4755,6
6763,209,11,0,12,2/25/2024,1973,11
1161,971,17,0,156,10/7/2024,2761,9
3956,746,17,0,173,8/5/2024,3733,3
3840,673,21,0,94,12/17/2024,1525,10
7880,253,23,0,24,1/22/2024,4723,3
2821,687,3,0,47,5/18/2024,2216,5
6027,768,28,0,123,4/29/2024,2604,4
4962,486,25,0,121,7/28/2024,2842,2
3566,499,9,0,125,2/6/2024,3230,7
6045,815,27,0,55,8/13/2024,3546,4
7719,51,17,6,154,2/17/2024,1685,1
3031,705,22,0,129,1/29/2024,4223,4
6610,311,9,0,125,11/16/2024,1089,3
1186,65,6,0,84,2/11/2024,3888,1
2181,49,21,5,176,5/7/2024,2894,2
9527,754,17,0,111,9/28/2024,1563,14
2166,375,10,0,13,1/19/2024,4966,12
9887,172,13,0,171,8/5/2024,4985,7
6395,631,21,0,71,1/11/2024,3044,7
7945,689,13,0,107,5/20/2024,2387,11
4877,312,5,0,140,10/4/2024,4739,11
3065,915,1,0,122,11/10/2024,2246,11
5963,642,18,0,105,2/26/2024,2961,1
3131,608,29,0,146,3/23/2024,1946,11
7218,800,22,0,170,2/3/2024,1117,6
2736,61,9,0,174,4/21/2024,3875,12
4907,575,13,0,139,1/16/2024,4187,6
9080,924,26,0,188,12/26/2024,1309,13
2933,575,21,0,21,3/4/2024,2928,14
3600,795,9,0,103,6/15/2024,3545,9
9963,765,10,0,198,12/28/2024,1414,13
4558,355,21,0,126,7/16/2024,3637,5
4696,779,6,0,42,9/17/2024,4965,12
3954,224,26,0,194,5/26/2024,1128,8
7752,107,10,1,38,10/28/2024,2545,6
8157,18,1,0,178,8/13/2024,1028,7
6320,435,19,0,74,11/7/2024,2840,6
9612,144,12,0,193,5/12/2024,3525,14
9391,495,26,0,104,3/3/2024,1945,8
3508,29,9,3,157,8/19/2024,2071,1
1636,601,4,0,130,10/4/2024,1071,6
2408,815,21,0,18,9/2/2024,4329,6
5191,404,12,0,27,8/1/2024,2215,2
7471,879,17,0,56,6/15/2024,4746,12
9715,289,28,0,27,9/22/2024,3092,13
7329,33,14,4,195,10/9/2024,4699,6
1296,343,8,0,20,10/12/2024,4862,13
1603,449,5,0,61,9/9/2024,2305,8
6848,607,2,0,181,4/22/2024,2454,12
8370,81,16,8,76,10/6/2024,2618,8
5319,505,15,0,92,4/25/2024,3011,9
2581,605,16,0,136,2/11/2024,1936,7
9627,832,25,0,161,10/30/2024,1416,11
5429,150,6,0,84,6/28/2024,1247,12
2150,92,22,10,49,1/6/2024,4098,10
6437,860,1,0,69,9/11/2024,3332,3
3382,32,26,12,157,2/5/2024,4270,1
1338,860,12,0,53,3/14/2024,1622,14
6211,205,25,0,54,3/3/2024,3505,6
5926,716,1,0,78,8/9/2024,1031,8
3790,954,11,0,81,1/19/2024,4008,3
1796,625,4,0,159,3/14/2024,3950,13
7755,230,11,0,198,1/9/2024,3799,12
7549,219,25,0,192,8/1/2024,3166,9
9476,945,26,0,115,6/7/2024,3458,9
8599,539,24,0,131,10/4/2024,1184,12
7194,897,15,0,44,3/5/2024,3929,5
3538,365,2,0,175,4/4/2024,3189,4
4005,704,27,0,174,10/7/2024,3233,6
9362,914,3,0,90,2/26/2024,1909,3
8288,871,18,0,75,6/17/2024,3286,8
8963,477,7,0,136,11/15/2024,1247,6
7182,453,27,0,33,9/16/2024,1041,5
9614,277,8,0,71,12/20/2024,1326,1
3504,720,4,0,52,3/16/2024,1879,2
8470,241,1,0,19,3/8/2024,4212,12
8790,76,24,10,78,8/24/2024,4805,4
2473,362,28,0,100,2/24/2024,3382,14
9780,12,29,20,74,1/19/2024,2104,7
7909,458,24,0,60,4/7/2024,2651,2
1971,421,23,0,23,2/20/2024,4229,1
1703,305,3,0,162,3/26/2024,1376,12
5002,236,2,0,121,4/3/2024,4380,1
1383,318,4,0,105,9/1/2024,3526,11
1117,297,6,0,78,11/29/2024,2385,14
1222,540,2,0,162,4/5/2024,4347,10
4000,281,17,0,42,9/20/2024,3155,1
2376,599,26,0,56,6/30/2024,4928,11
7276,722,16,0,59,10/23/2024,4701,10
1008,951,10,0,115,10/16/2024,4845,2
1315,88,14,8,17,12/8/2024,3515,12
3242,310,23,0,143,7/15/2024,3021,11
8694,861,29,0,165,7/18/2024,2269,11
6501,257,14,0,89,6/20/2024,4468,9
1834,349,18,0,87,10/26/2024,3410,3
8307,803,22,0,114,11/14/2024,1451,10
5836,405,28,0,77,8/1/2024,3234,5
9515,668,2,0,56,7/12/2024,3934,4
4624,290,1,0,119,5/20/2024,4335,13
8373,934,28,0,36,5/13/2024,3374,3
8275,379,26,0,120,9/20/2024,4028,3
9001,717,27,0,45,11/7/2024,1194,12
4825,481,7,0,14,9/10/2024,3289,7
9149,212,28,0,151,4/9/2024,4710,1
3134,412,15,0,75,11/17/2024,1772,8
2335,698,19,0,22,12/17/2024,1702,5
9428,247,27,0,136,11/16/2024,4776,9
8674,222,10,0,64,4/15/2024,1993,11
4623,490,26,0,66,8/24/2024,1866,13
5693,867,8,0,136,1/23/2024,3587,14
2189,282,10,0,172,11/9/2024,3937,9
2135,679,18,0,174,9/4/2024,2841,2
1190,128,29,7,111,7/16/2024,2319,1
9960,250,16,0,20,10/21/2024,2809,6
8066,822,27,0,78,11/20/2024,4819,4
2121,332,7,0,41,5/11/2024,1340,5
9979,717,10,0,32,11/21/2024,1477,11
4256,429,27,0,182,10/22/2024,2306,3
3119,509,15,0,167,5/14/2024,1657,14
3171,61,3,0,156,11/11/2024,4657,2
2308,472,23,0,125,12/29/2024,3555,13
7346,244,19,0,115,3/14/2024,1566,14
2384,16,16,14,15,2/26/2024,3800,13
1109,865,4,0,165,11/29/2024,2864,7
5330,178,13,0,96,11/27/2024,1014,10
4354,259,16,0,154,10/4/2024,4850,6
9946,176,21,1,37,8/11/2024,3674,14
6707,687,24,0,20,6/18/2024,3461,11
1071,688,16,0,40,11/1/2024,4704,7
4069,183,15,0,99,4/3/2024,3414,7
1136,581,20,0,42,11/17/2024,4012,4
3401,74,2,0,104,9/24/2024,1863,3
3815,191,2,0,14,6/23/2024,1180,11
6495,62,18,7,89,4/30/2024,4707,6
4329,903,2,0,99,4/1/2024,1078,14
6300,908,18,0,159,2/29/2024,3963,7
2524,930,1,0,187,10/15/2024,3711,13
1441,642,16,0,24,9/14/2024,1325,1
2691,860,3,0,97,11/26/2024,3920,10
9003,123,4,0,111,5/2/2024,3098,2
3866,852,3,0,60,10/30/2024,1353,1
8990,979,10,0,129,5/28/2024,4470,7
7848,973,27,0,23,2/24/2024,2589,13
3460,702,18,0,21,8/26/2024,4445,14
3224,978,13,0,103,7/2/2024,3111,3
8462,477,20,0,118,3/10/2024,1429,6
7727,494,26,0,46,1/4/2024,1413,10
7666,275,26,0,94,4/2/2024,4182,2
8588,959,20,0,64,2/17/2024,3055,9
6109,449,19,0,24,10/5/2024,4907,14
9293,874,29,0,92,1/25/2024,2371,14
4583,770,3,0,110,8/31/2024,3540,3
7014,158,24,1,86,4/22/2024,2991,14
1075,315,1,0,115,9/20/2024,3799,9
5871,90,23,8,75,4/10/2024,1335,10
7489,551,15,0,194,6/2/2024,2270,6
7890,884,16,0,94,5/13/2024,2666,4
7434,390,6,0,61,7/28/2024,4157,8
8121,107,10,0,125,8/26/2024,2590,10
8228,410,12,0,194,12/14/2024,4384,11
2330,466,9,0,26,12/28/2024,3433,10
8580,120,22,0,143,4/5/2024,4372,3
6585,863,9,0,38,9/27/2024,2600,5
9071,669,7,0,136,4/15/2024,2573,6
7839,663,25,0,145,5/11/2024,2785,3
4096,443,13,0,138,3/14/2024,3082,14
1056,107,8,0,55,3/28/2024,2636,4
8270,605,16,0,95,12/21/2024,1907,3
6708,912,28,0,76,5/29/2024,2753,4
3479,934,10,0,133,6/7/2024,3627,11
9389,646,19,0,182,4/5/2024,3736,14
6285,729,21,0,41,9/30/2024,4498,12
2331,413,10,0,176,3/4/2024,2502,9
2849,897,9,0,126,11/11/2024,1221,4
7223,409,11,0,14,2/22/2024,3273,4
3922,865,4,0,88,12/21/2024,1433,5
5255,844,21,0,121,1/23/2024,2222,2
2827,71,20,10,52,2/23/2024,2238,13
9818,4,10,7,161,3/10/2024,2972,6
7299,243,22,0,91,11/3/2024,2956,11
3059,36,8,3,165,10/17/2024,1145,8
9773,273,6,0,112,12/26/2024,2976,13
6530,357,17,0,116,4/30/2024,3482,9
1671,93,9,0,163,9/18/2024,4224,10
5871,53,6,4,74,3/12/2024,2633,1
9841,904,29,0,196,3/3/2024,3399,13
5026,297,2,0,10,8/27/2024,2307,8
8449,290,15,0,101,7/10/2024,3306,1
3259,48,25,9,170,3/28/2024,4176,9
1879,520,11,0,78,1/6/2024,1262,11
3653,124,22,1,170,2/12/2024,2829,11
4113,652,10,0,179,2/24/2024,3801,2
2029,411,2,0,93,1/28/2024,3494,12
1314,832,27,0,120,4/26/2024,3986,14
3884,640,13,0,146,6/6/2024,1740,14
7531,351,20,0,93,5/31/2024,2461,13
2261,967,16,0,107,9/14/2024,3158,8
4426,16,9,7,135,2/28/2024,2907,8
7924,485,15,0,146,3/13/2024,2986,4
4162,135,17,0,83,12/22/2024,3729,13
7053,819,28,0,92,8/27/2024,2355,8
4667,147,25,8,31,9/13/2024,2532,7
3056,461,14,0,176,3/8/2024,2661,5
3497,0,16,8,197,2/6/2024,1346,12
1303,737,23,0,20,7/28/2024,3964,10
5227,550,13,0,101,5/25/2024,2917,13
4841,702,7,0,28,11/13/2024,1314,4
1066,701,25,0,44,6/5/2024,3435,5
6687,222,19,0,110,10/5/2024,3745,11
7820,18,7,7,79,5/25/2024,4011,10
1126,212,22,0,197,1/17/2024,4640,9
5629,3,3,6,122,6/27/2024,2017,12
6090,173,12,0,95,9/16/2024,4986,1
3355,540,29,0,171,6/25/2024,2457,6
1708,787,17,0,143,7/22/2024,3959,11
8712,775,27,0,108,11/3/2024,2880,4
4817,94,20,2,140,3/6/2024,4439,5
6109,472,4,0,184,1/19/2024,3638,1
8395,376,17,0,131,3/2/2024,3214,4
4744,244,16,0,88,3/22/2024,2489,11
1385,124,20,0,149,7/31/2024,2023,12
3242,111,23,5,102,4/21/2024,2989,9
3821,997,28,0,24,7/30/2024,4605,3
6647,837,3,0,75,10/3/2024,3152,3
6473,524,15,0,65,4/27/2024,3444,9
7061,973,19,0,178,11/2/2024,4884,10
3098,22,18,12,105,9/19/2024,4554,1
7390,30,15,6,115,12/24/2024,2068,14
6841,568,13,0,86,2/24/2024,4529,1
1540,803,6,0,168,11/25/2024,1271,5
3213,89,26,7,123,7/27/2024,1767,4
4652,74,8,7,13,9/7/2024,1608,7
8475,680,24,0,189,5/16/2024,3336,8
4306,120,17,0,145,10/31/2024,2527,4
8364,719,9,0,150,10/25/2024,1199,10
7458,186,23,0,128,8/13/2024,3751,11
5414,690,20,0,59,9/2/2024,2715,6
5244,72,23,14,47,10/15/2024,1466,8
3236,719,8,0,35,11/1/2024,3718,3
5323,245,15,0,80,5/24/2024,4694,10
8866,474,12,0,50,1/29/2024,1289,10
8472,103,22,6,55,6/28/2024,2507,1
6049,34,9,2,186,8/30/2024,2844,12
1630,801,16,0,171,1/12/2024,2074,13
1512,690,17,0,43,4/13/2024,2880,14
7747,987,25,0,10,6/29/2024,4372,9
6370,171,21,0,101,1/20/2024,4204,13
2645,493,9,0,138,9/30/2024,1610,4
2582,824,21,0,22,8/12/2024,1267,9
5925,920,14,0,92,9/22/2024,3759,8
9941,611,3,0,174,9/4/2024,4984,9
6338,911,1,0,131,4/11/2024,4137,13
6575,232,27,0,144,7/9/2024,2658,11
2364,444,3,0,29,11/16/2024,4748,7
7556,226,4,0,31,8/15/2024,2473,8
7866,2,18,18,12,5/9/2024,1437,13
9026,343,2,0,46,9/28/2024,4836,1
6129,907,15,0,92,5/9/2024,3870,6
2723,704,19,0,165,3/8/2024,4429,4
7565,653,18,0,17,9/8/2024,2022,5
6339,18,24,11,185,4/20/2024,3712,1
3874,698,26,0,181,5/8/2024,3018,11
8793,368,25,0,136,5/13/2024,1336,14
9861,569,14,0,104,9/23/2024,4045,13
4595,219,26,0,194,7/3/2024,1232,12
9897,573,2,0,86,4/5/2024,4484,2
4791,296,16,0,94,8/24/2024,4624,1
8404,659,6,0,44,12/18/2024,2026,3
9209,526,8,0,179,1/15/2024,2988,1
6235,533,11,0,117,3/25/2024,3968,9
8614,13,29,15,176,11/8/2024,4543,5
6598,531,5,0,22,4/29/2024,4479,2
3539,839,28,0,42,5/19/2024,3539,7
5127,727,8,0,121,10/21/2024,2006,3
9511,274,10,0,124,1/4/2024,2669,7
5309,112,16,3,72,9/5/2024,3664,8
1235,304,16,0,188,4/30/2024,4555,9
3798,644,2,0,192,10/14/2024,2399,3
2474,443,11,0,101,5/26/2024,1965,11
7894,250,12,0,186,5/22/2024,3000,6
2804,574,2,0,84,2/17/2024,1421,8
1796,554,16,0,187,10/15/2024,2779,14
8072,952,12,0,135,5/7/2024,2239,3
9494,900,3,0,167,11/13/2024,3719,5
4202,587,3,0,122,7/22/2024,3843,13
1580,254,5,0,28,3/28/2024,3827,9
2747,755,10,0,46,8/30/2024,4540,12
1164,435,22,0,105,6/3/2024,3109,6
9408,196,5,0,110,11/14/2024,3786,9
8390,112,21,0,155,2/19/2024,4899,12
8329,56,17,8,89,2/12/2024,4363,9
6500,824,2,0,170,9/4/2024,3487,13
1672,445,22,0,103,3/15/2024,4056,14
8635,359,15,0,159,2/13/2024,2879,1
6369,719,1,0,75,4/25/2024,1904,12
8941,103,21,6,60,7/12/2024,2271,4
7960,128,22,1,128,8/31/2024,4120,4
4792,56,28,14,76,12/10/2024,3731,5
1183,812,16,0,114,9/24/2024,3150,14
7399,326,8,0,186,11/18/2024,1174,11
2709,498,8,0,126,5/5/2024,2402,5
7346,30,22,17,20,1/6/2024,3254,13
4176,614,14,0,147,6/6/2024,4687,7
8816,682,16,0,142,10/1/2024,4136,13
2920,976,29,0,155,12/27/2024,4067,5
9891,391,18,0,115,4/27/2024,3181,3
4340,80,29,11,126,4/2/2024,1922,14
6528,471,16,0,162,11/9/2024,3496,3
8269,421,14,0,149,7/15/2024,4453,10
7551,607,14,0,68,8/24/2024,1972,4
2104,382,7,0,127,4/20/2024,2817,7
2739,258,18,0,130,1/1/2024,1824,11
3429,569,16,0,110,2/25/2024,4463,8
5381,173,24,0,177,12/2/2024,2148,10
3109,96,29,8,114,3/12/2024,2278,9
2967,695,1,0,89,7/2/2024,2954,9
1617,582,15,0,151,12/18/2024,1782,4
8302,437,27,0,70,9/6/2024,1147,1
2237,628,22,0,20,1/11/2024,1344,13
2838,348,20,0,79,11/21/2024,4029,7
7248,909,3,0,33,2/24/2024,1163,10
6485,667,28,0,124,7/14/2024,1289,10
9034,942,16,0,21,6/30/2024,3410,8
2946,607,16,0,196,5/28/2024,3968,4
7955,479,3,0,127,5/5/2024,3602,11
1042,586,3,0,138,1/20/2024,3884,6
1281,663,29,0,119,1/15/2024,3668,3
8806,69,25,8,142,2/29/2024,2017,14
5160,382,6,0,182,9/28/2024,2828,10
3587,863,11,0,188,3/12/2024,3794,11
2673,838,17,0,130,7/16/2024,2239,12
4701,387,23,0,90,4/29/2024,3602,14
8727,918,6,0,171,7/21/2024,1689,10
7953,488,7,0,64,6/2/2024,3227,10
1320,474,1,0,156,7/5/2024,3341,7
3052,427,23,0,35,10/18/2024,1737,14
8710,642,3,0,106,7/29/2024,3481,10
2450,23,14,13,42,7/24/2024,1810,3
3603,899,2,0,11,10/5/2024,3330,7
